algorithm,attempts,avg_cpu_percent,avg_memory_mb,ciphertext_bytes,cpu_system_micros,cpu_user_micros,decapsulate_time_ms,decrypt_time_ms,disk_io_bytes,encapsulate_time_ms,encrypt_time_ms,error,keygen_time_ms,latency_micros,max_rss_bytes,net_rx_bytes,net_tx_bytes,operation,parameter_set,public_key_bytes,secret_key_bytes,sign_time_ms,signature_bytes,storage_overhead_pct,throughput_ops_per_sec,timestamp_seconds_utc,verify_time_ms
Kyber512,1,,2.14453125,,0,787,,,0,,,,0.007,7,2248704,38878234753,24741128822,Keygen,,800,1632,,0,,142857.14285714287,1762751331,
Kyber512,1,,2.14453125,,0,888,,,0,,,,0.0,0,2248704,38878234753,24741128822,Keygen,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.14453125,,0,901,,,0,0.0,,,,0,2248704,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.14453125,,0,912,,,0,0.0,,,,0,2248704,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.14453125,,0,921,0.0,,0,,,,,0,2248704,38878234753,24741128822,Decapsulate,,800,1632,,0,,0.0,1762751331,
Kyber768,1,,2.14453125,,0,932,,,0,,,,0.001,1,2248704,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.14453125,,0,943,,,0,,,,0.001,1,2248704,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.14453125,,0,954,,,0,0.0,,,,0,2248704,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.14453125,,0,963,,,0,0.0,,,,0,2248704,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.14453125,,0,972,0.0,,0,,,,,0,2248704,38878234753,24741128822,Decapsulate,,1184,2400,,0,,0.0,1762751331,
RSA-2048,1,,2.14453125,,0,982,,,0,,,,0.0,0,2248704,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.14453125,,0,992,,,0,,,,0.0,0,2248704,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.14453125,,0,1001,,,0,0.0,,,,0,2248704,38878234753,24741128822,Encapsulate,,294,1192,,256,,0.0,1762751331,
ECDHE-P256,1,,2.14453125,,0,1013,,,0,,,,0.0,0,2248704,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.14453125,,0,1023,,,0,,,,0.0,0,2248704,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.14453125,,0,1032,,,0,0.0,,,,0,2248704,38878234753,24741128822,Encapsulate,,65,32,,0,,0.0,1762751331,
Dilithium2,1,,2.14453125,,0,1043,,,0,,,,0.002,2,2248704,38878234753,24741128822,Keygen,,1312,2528,,2420,,500000.0,1762751331,
Dilithium2,1,,2.14453125,,0,1053,,,0,,,,,0,2248704,38878234753,24741128822,Sign,,1312,2528,0.0,2420,,0.0,1762751331,
Dilithium2,1,,2.14453125,,0,1062,,,0,,,,,0,2248704,38878234753,24741128822,Verify,,1312,2528,,2420,,0.0,1762751331,0.0
Dilithium3,1,,2.14453125,,0,1074,,,0,,,,0.002,2,2248704,38878234753,24741128822,Keygen,,1952,4000,,3293,,500000.0,1762751331,
Dilithium3,1,,2.14453125,,0,1083,,,0,,,,,0,2248704,38878234753,24741128822,Sign,,1952,4000,0.0,3293,,0.0,1762751331,
Dilithium3,1,,2.14453125,,0,1092,,,0,,,,,0,2248704,38878234753,24741128822,Verify,,1952,4000,,3293,,0.0,1762751331,0.0
ECDSA-P256,1,,2.14453125,,0,1101,,,0,,,,0.0,0,2248704,38878234753,24741128822,Keygen,,65,32,,72,,0.0,1762751331,
ECDSA-P256,1,,2.14453125,,0,1110,,,0,,,,,0,2248704,38878234753,24741128822,Sign,,65,32,0.0,72,,0.0,1762751331,
ECDSA-P256,1,,2.14453125,,0,1119,,,0,,,,,0,2248704,38878234753,24741128822,Verify,,65,32,,72,,0.0,1762751331,0.0
AES-GCM-256,1,,2.14453125,1040,0,1133,,,0,,0.004749,,,4,2248704,38878234753,24741128822,BulkEncrypt,,,,,,101.5625,250000.0,1762751331,
AES-GCM-256,1,,2.14453125,1040,0,1144,,0.0020940000000000004,0,,,,,2,2248704,38878234753,24741128822,BulkDecrypt,,,,,,101.5625,500000.0,1762751331,
Kyber512,1,,2.15234375,,0,685,,,0,,,,0.005,5,2256896,38878234753,24741128822,Keygen,,800,1632,,0,,200000.0,1762751331,
Kyber512,1,,2.15234375,,0,716,,,0,,,,0.0,0,2256896,38878234753,24741128822,Keygen,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.15234375,,0,728,,,0,0.0,,,,0,2256896,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.15234375,,0,738,,,0,0.0,,,,0,2256896,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.15234375,,0,747,0.0,,0,,,,,0,2256896,38878234753,24741128822,Decapsulate,,800,1632,,0,,0.0,1762751331,
Kyber768,1,,2.15234375,,0,758,,,0,,,,0.001,1,2256896,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.15234375,,0,769,,,0,,,,0.001,1,2256896,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.15234375,,0,779,,,0,0.0,,,,0,2256896,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.15234375,,0,788,,,0,0.0,,,,0,2256896,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.15234375,,0,796,0.0,,0,,,,,0,2256896,38878234753,24741128822,Decapsulate,,1184,2400,,0,,0.0,1762751331,
RSA-2048,1,,2.15234375,,0,807,,,0,,,,0.0,0,2256896,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.15234375,,0,818,,,0,,,,0.0,0,2256896,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.15234375,,0,827,,,0,0.0,,,,0,2256896,38878234753,24741128822,Encapsulate,,294,1192,,256,,0.0,1762751331,
ECDHE-P256,1,,2.15234375,,0,837,,,0,,,,0.0,0,2256896,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.15234375,,0,847,,,0,,,,0.0,0,2256896,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.15234375,,0,856,,,0,0.0,,,,0,2256896,38878234753,24741128822,Encapsulate,,65,32,,0,,0.0,1762751331,
Dilithium2,1,,2.15234375,,0,867,,,0,,,,0.002,2,2256896,38878234753,24741128822,Keygen,,1312,2528,,2420,,500000.0,1762751331,
Dilithium2,1,,2.15234375,,0,876,,,0,,,,,0,2256896,38878234753,24741128822,Sign,,1312,2528,0.0,2420,,0.0,1762751331,
Dilithium2,1,,2.15234375,,0,886,,,0,,,,,0,2256896,38878234753,24741128822,Verify,,1312,2528,,2420,,0.0,1762751331,0.0
Dilithium3,1,,2.15234375,,0,897,,,0,,,,0.002,2,2256896,38878234753,24741128822,Keygen,,1952,4000,,3293,,500000.0,1762751331,
Dilithium3,1,,2.15234375,,0,907,,,0,,,,,0,2256896,38878234753,24741128822,Sign,,1952,4000,0.0,3293,,0.0,1762751331,
Dilithium3,1,,2.15234375,,0,915,,,0,,,,,0,2256896,38878234753,24741128822,Verify,,1952,4000,,3293,,0.0,1762751331,0.0
ECDSA-P256,1,,2.15234375,,0,924,,,0,,,,0.0,0,2256896,38878234753,24741128822,Keygen,,65,32,,72,,0.0,1762751331,
ECDSA-P256,1,,2.15234375,,0,933,,,0,,,,,0,2256896,38878234753,24741128822,Sign,,65,32,0.0,72,,0.0,1762751331,
ECDSA-P256,1,,2.15234375,,0,942,,,0,,,,,0,2256896,38878234753,24741128822,Verify,,65,32,,72,,0.0,1762751331,0.0
AES-GCM-256,1,,2.15234375,1040,0,954,,,0,,0.002615,,,2,2256896,38878234753,24741128822,BulkEncrypt,,,,,,101.5625,500000.0,1762751331,
AES-GCM-256,1,,2.15234375,1040,0,965,,0.0020940000000000004,0,,,,,2,2256896,38878234753,24741128822,BulkDecrypt,,,,,,101.5625,500000.0,1762751331,
Kyber512,1,,2.13671875,,716,0,,,0,,,,0.004,4,2240512,38878234753,24741128822,Keygen,,800,1632,,0,,250000.0,1762751331,
Kyber512,1,,2.13671875,,745,0,,,0,,,,0.0,0,2240512,38878234753,24741128822,Keygen,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.13671875,,757,0,,,0,0.0,,,,0,2240512,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.13671875,,767,0,,,0,0.0,,,,0,2240512,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.13671875,,776,0,0.0,,0,,,,,0,2240512,38878234753,24741128822,Decapsulate,,800,1632,,0,,0.0,1762751331,
Kyber768,1,,2.13671875,,787,0,,,0,,,,0.001,1,2240512,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.13671875,,798,0,,,0,,,,0.001,1,2240512,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.13671875,,808,0,,,0,0.0,,,,0,2240512,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.13671875,,817,0,,,0,0.0,,,,0,2240512,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.13671875,,825,0,0.0,,0,,,,,0,2240512,38878234753,24741128822,Decapsulate,,1184,2400,,0,,0.0,1762751331,
RSA-2048,1,,2.13671875,,836,0,,,0,,,,0.0,0,2240512,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.13671875,,846,0,,,0,,,,0.0,0,2240512,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.13671875,,855,0,,,0,0.0,,,,0,2240512,38878234753,24741128822,Encapsulate,,294,1192,,256,,0.0,1762751331,
ECDHE-P256,1,,2.13671875,,865,0,,,0,,,,0.0,0,2240512,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.13671875,,874,0,,,0,,,,0.0,0,2240512,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.13671875,,883,0,,,0,0.0,,,,0,2240512,38878234753,24741128822,Encapsulate,,65,32,,0,,0.0,1762751331,
Dilithium2,1,,2.13671875,,894,0,,,0,,,,0.002,2,2240512,38878234753,24741128822,Keygen,,1312,2528,,2420,,500000.0,1762751331,
Dilithium2,1,,2.13671875,,904,0,,,0,,,,,0,2240512,38878234753,24741128822,Sign,,1312,2528,0.0,2420,,0.0,1762751331,
Dilithium2,1,,2.13671875,,913,0,,,0,,,,,0,2240512,38878234753,24741128822,Verify,,1312,2528,,2420,,0.0,1762751331,0.0
Dilithium3,1,,2.13671875,,924,0,,,0,,,,0.002,2,2240512,38878234753,24741128822,Keygen,,1952,4000,,3293,,500000.0,1762751331,
Dilithium3,1,,2.13671875,,934,0,,,0,,,,,0,2240512,38878234753,24741128822,Sign,,1952,4000,0.0,3293,,0.0,1762751331,
Dilithium3,1,,2.13671875,,942,0,,,0,,,,,0,2240512,38878234753,24741128822,Verify,,1952,4000,,3293,,0.0,1762751331,0.0
ECDSA-P256,1,,2.13671875,,951,0,,,0,,,,0.0,0,2240512,38878234753,24741128822,Keygen,,65,32,,72,,0.0,1762751331,
ECDSA-P256,1,,2.13671875,,960,0,,,0,,,,,0,2240512,38878234753,24741128822,Sign,,65,32,0.0,72,,0.0,1762751331,
ECDSA-P256,1,,2.13671875,,969,0,,,0,,,,,0,2240512,38878234753,24741128822,Verify,,65,32,,72,,0.0,1762751331,0.0
AES-GCM-256,1,,2.13671875,1040,980,0,,,0,,0.0025450000000000004,,,2,2240512,38878234753,24741128822,BulkEncrypt,,,,,,101.5625,500000.0,1762751331,
AES-GCM-256,1,,2.13671875,1040,992,0,,0.002063,0,,,,,2,2240512,38878234753,24741128822,BulkDecrypt,,,,,,101.5625,500000.0,1762751331,
Kyber512,1,,1.96484375,,1199,0,,,0,,,,0.01,10,2060288,38878234753,24741128822,Keygen,,800,1632,,0,,100000.0,1762751331,
Kyber512,1,,1.96484375,,1262,0,,,0,,,,0.001,1,2060288,38878234753,24741128822,Keygen,,800,1632,,0,,1000000.0,1762751331,
Kyber512,1,,1.96484375,,1289,0,,,0,0.001,,,,1,2060288,38878234753,24741128822,Encapsulate,,800,1632,,0,,1000000.0,1762751331,
Kyber512,1,,1.96484375,,1329,0,,,0,0.0,,,,0,2060288,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,1.96484375,,1345,0,0.0,,0,,,,,0,2060288,38878234753,24741128822,Decapsulate,,800,1632,,0,,0.0,1762751331,
Kyber768,1,,1.96484375,,1361,0,,,0,,,,0.002,2,2060288,38878234753,24741128822,Keygen,,1184,2400,,0,,500000.0,1762751331,
Kyber768,1,,1.96484375,,1376,0,,,0,,,,0.001,1,2060288,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,1.96484375,,1391,0,,,0,0.0,,,,0,2060288,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,1.96484375,,1403,0,,,0,0.0,,,,0,2060288,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,1.96484375,,1414,0,0.0,,0,,,,,0,2060288,38878234753,24741128822,Decapsulate,,1184,2400,,0,,0.0,1762751331,
RSA-2048,1,,1.96484375,,1427,0,,,0,,,,0.001,1,2060288,38878234753,24741128822,Keygen,,294,1192,,256,,1000000.0,1762751331,
RSA-2048,1,,1.96484375,,1440,0,,,0,,,,0.0,0,2060288,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,1.96484375,,1451,0,,,0,0.0,,,,0,2060288,38878234753,24741128822,Encapsulate,,294,1192,,256,,0.0,1762751331,
ECDHE-P256,1,,1.96484375,,1465,0,,,0,,,,0.0,0,2060288,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,1.96484375,,1479,0,,,0,,,,0.0,0,2060288,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,1.96484375,,1490,0,,,0,0.0,,,,0,2060288,38878234753,24741128822,Encapsulate,,65,32,,0,,0.0,1762751331,
Dilithium2,1,,1.96484375,,1504,0,,,0,,,,0.002,2,2060288,38878234753,24741128822,Keygen,,1312,2528,,2420,,500000.0,1762751331,
Dilithium2,1,,1.96484375,,1516,0,,,0,,,,,0,2060288,38878234753,24741128822,Sign,,1312,2528,0.0,2420,,0.0,1762751331,
Dilithium2,1,,1.96484375,,1528,0,,,0,,,,,0,2060288,38878234753,24741128822,Verify,,1312,2528,,2420,,0.0,1762751331,0.0
Dilithium3,1,,1.96484375,,1543,0,,,0,,,,0.002,2,2060288,38878234753,24741128822,Keygen,,1952,4000,,3293,,500000.0,1762751331,
Dilithium3,1,,1.96484375,,1556,0,,,0,,,,,0,2060288,38878234753,24741128822,Sign,,1952,4000,0.0,3293,,0.0,1762751331,
Dilithium3,1,,1.96484375,,1567,0,,,0,,,,,0,2060288,38878234753,24741128822,Verify,,1952,4000,,3293,,0.0,1762751331,0.0
ECDSA-P256,1,,1.96484375,,1579,0,,,0,,,,0.0,0,2060288,38878234753,24741128822,Keygen,,65,32,,72,,0.0,1762751331,
ECDSA-P256,1,,1.96484375,,1591,0,,,0,,,,,0,2060288,38878234753,24741128822,Sign,,65,32,0.0,72,,0.0,1762751331,
ECDSA-P256,1,,1.96484375,,1602,0,,,0,,,,,0,2060288,38878234753,24741128822,Verify,,65,32,,72,,0.0,1762751331,0.0
AES-GCM-256,1,,1.96484375,1040,1618,0,,,0,,0.00547,,,5,2060288,38878234753,24741128822,BulkEncrypt,,,,,,101.5625,200000.0,1762751331,
AES-GCM-256,1,,1.96484375,1040,1637,0,,0.002715,0,,,,,2,2060288,38878234753,24741128822,BulkDecrypt,,,,,,101.5625,500000.0,1762751331,
Kyber512,1,,1.8359375,,676,0,,,0,,,,0.005,5,1925120,38878234753,24741128822,Keygen,,800,1632,,0,,200000.0,1762751331,
Kyber512,1,,1.8359375,,705,0,,,0,,,,0.0,0,1925120,38878234753,24741128822,Keygen,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,1.8359375,,717,0,,,0,0.0,,,,0,1925120,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,1.8359375,,727,0,,,0,0.0,,,,0,1925120,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,1.8359375,,736,0,0.0,,0,,,,,0,1925120,38878234753,24741128822,Decapsulate,,800,1632,,0,,0.0,1762751331,
Kyber768,1,,1.8359375,,747,0,,,0,,,,0.001,1,1925120,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,1.8359375,,758,0,,,0,,,,0.001,1,1925120,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,1.8359375,,758,11,,,0,0.0,,,,0,1925120,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,1.8359375,,758,20,,,0,0.0,,,,0,1925120,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,1.8359375,,758,28,0.0,,0,,,,,0,1925120,38878234753,24741128822,Decapsulate,,1184,2400,,0,,0.0,1762751331,
RSA-2048,1,,1.8359375,,758,38,,,0,,,,0.0,0,1925120,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,1.8359375,,758,48,,,0,,,,0.0,0,1925120,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,1.8359375,,758,57,,,0,0.0,,,,0,1925120,38878234753,24741128822,Encapsulate,,294,1192,,256,,0.0,1762751331,
ECDHE-P256,1,,1.8359375,,758,66,,,0,,,,0.0,0,1925120,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,1.8359375,,758,76,,,0,,,,0.0,0,1925120,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,1.8359375,,758,85,,,0,0.0,,,,0,1925120,38878234753,24741128822,Encapsulate,,65,32,,0,,0.0,1762751331,
Dilithium2,1,,1.8359375,,758,96,,,0,,,,0.002,2,1925120,38878234753,24741128822,Keygen,,1312,2528,,2420,,500000.0,1762751331,
Dilithium2,1,,1.8359375,,758,106,,,0,,,,,0,1925120,38878234753,24741128822,Sign,,1312,2528,0.0,2420,,0.0,1762751331,
Dilithium2,1,,1.8359375,,758,116,,,0,,,,,0,1925120,38878234753,24741128822,Verify,,1312,2528,,2420,,0.0,1762751331,0.0
Dilithium3,1,,1.8359375,,758,127,,,0,,,,0.002,2,1925120,38878234753,24741128822,Keygen,,1952,4000,,3293,,500000.0,1762751331,
Dilithium3,1,,1.8359375,,758,138,,,0,,,,,2,1925120,38878234753,24741128822,Sign,,1952,4000,0.002,3293,,500000.0,1762751331,
Dilithium3,1,,1.8359375,,758,146,,,0,,,,,0,1925120,38878234753,24741128822,Verify,,1952,4000,,3293,,0.0,1762751331,0.0
ECDSA-P256,1,,1.8359375,,758,156,,,0,,,,0.0,0,1925120,38878234753,24741128822,Keygen,,65,32,,72,,0.0,1762751331,
ECDSA-P256,1,,1.8359375,,758,164,,,0,,,,,0,1925120,38878234753,24741128822,Sign,,65,32,0.0,72,,0.0,1762751331,
ECDSA-P256,1,,1.8359375,,758,174,,,0,,,,,0,1925120,38878234753,24741128822,Verify,,65,32,,72,,0.0,1762751331,0.0
AES-GCM-256,1,,1.8359375,1040,758,185,,,0,,0.002534,,,2,1925120,38878234753,24741128822,BulkEncrypt,,,,,,101.5625,500000.0,1762751331,
AES-GCM-256,1,,1.8359375,1040,758,197,,0.002044,0,,,,,2,1925120,38878234753,24741128822,BulkDecrypt,,,,,,101.5625,500000.0,1762751331,
Kyber512,1,,2.19140625,,0,580,,,0,,,,0.003,3,2297856,38878234753,24741128822,Keygen,,800,1632,,0,,333333.3333333333,1762751331,
Kyber512,1,,2.19140625,,0,606,,,0,,,,0.0,0,2297856,38878234753,24741128822,Keygen,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.19140625,,0,616,,,0,0.0,,,,0,2297856,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.19140625,,0,626,,,0,0.0,,,,0,2297856,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.19140625,,0,635,0.0,,0,,,,,0,2297856,38878234753,24741128822,Decapsulate,,800,1632,,0,,0.0,1762751331,
Kyber768,1,,2.19140625,,0,646,,,0,,,,0.001,1,2297856,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.19140625,,0,657,,,0,,,,0.001,1,2297856,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.19140625,,0,667,,,0,0.0,,,,0,2297856,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.19140625,,0,675,,,0,0.0,,,,0,2297856,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.19140625,,0,684,0.0,,0,,,,,0,2297856,38878234753,24741128822,Decapsulate,,1184,2400,,0,,0.0,1762751331,
RSA-2048,1,,2.19140625,,0,693,,,0,,,,0.0,0,2297856,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.19140625,,0,712,,,0,,,,0.001,1,2297856,38878234753,24741128822,Keygen,,294,1192,,256,,1000000.0,1762751331,
RSA-2048,1,,2.19140625,,0,739,,,0,0.0,,,,0,2297856,38878234753,24741128822,Encapsulate,,294,1192,,256,,0.0,1762751331,
ECDHE-P256,1,,2.19140625,,0,753,,,0,,,,0.0,0,2297856,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.19140625,,0,762,,,0,,,,0.0,0,2297856,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.19140625,,0,771,,,0,0.0,,,,0,2297856,38878234753,24741128822,Encapsulate,,65,32,,0,,0.0,1762751331,
Dilithium2,1,,2.19140625,,0,783,,,0,,,,0.002,2,2297856,38878234753,24741128822,Keygen,,1312,2528,,2420,,500000.0,1762751331,
Dilithium2,1,,2.19140625,,0,793,,,0,,,,,0,2297856,38878234753,24741128822,Sign,,1312,2528,0.0,2420,,0.0,1762751331,
Dilithium2,1,,2.19140625,,0,802,,,0,,,,,0,2297856,38878234753,24741128822,Verify,,1312,2528,,2420,,0.0,1762751331,0.0
Dilithium3,1,,2.19140625,,0,814,,,0,,,,0.002,2,2297856,38878234753,24741128822,Keygen,,1952,4000,,3293,,500000.0,1762751331,
Dilithium3,1,,2.19140625,,0,823,,,0,,,,,0,2297856,38878234753,24741128822,Sign,,1952,4000,0.0,3293,,0.0,1762751331,
Dilithium3,1,,2.19140625,,0,832,,,0,,,,,0,2297856,38878234753,24741128822,Verify,,1952,4000,,3293,,0.0,1762751331,0.0
ECDSA-P256,1,,2.19140625,,0,841,,,0,,,,0.0,0,2297856,38878234753,24741128822,Keygen,,65,32,,72,,0.0,1762751331,
ECDSA-P256,1,,2.19140625,,0,850,,,0,,,,,0,2297856,38878234753,24741128822,Sign,,65,32,0.0,72,,0.0,1762751331,
ECDSA-P256,1,,2.19140625,,0,859,,,0,,,,,0,2297856,38878234753,24741128822,Verify,,65,32,,72,,0.0,1762751331,0.0
AES-GCM-256,1,,2.19140625,1040,0,871,,,0,,0.002485,,,2,2297856,38878234753,24741128822,BulkEncrypt,,,,,,101.5625,500000.0,1762751331,
AES-GCM-256,1,,2.19140625,1040,0,882,,0.0020940000000000004,0,,,,,2,2297856,38878234753,24741128822,BulkDecrypt,,,,,,101.5625,500000.0,1762751331,
Kyber512,1,,2.1953125,,672,0,,,0,,,,0.003,3,2301952,38878234753,24741128822,Keygen,,800,1632,,0,,333333.3333333333,1762751331,
Kyber512,1,,2.1953125,,700,0,,,0,,,,0.0,0,2301952,38878234753,24741128822,Keygen,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.1953125,,712,0,,,0,0.0,,,,0,2301952,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.1953125,,722,0,,,0,0.0,,,,0,2301952,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.1953125,,731,0,0.0,,0,,,,,0,2301952,38878234753,24741128822,Decapsulate,,800,1632,,0,,0.0,1762751331,
Kyber768,1,,2.1953125,,741,0,,,0,,,,0.001,1,2301952,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.1953125,,752,0,,,0,,,,0.001,1,2301952,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.1953125,,762,0,,,0,0.0,,,,0,2301952,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.1953125,,771,0,,,0,0.0,,,,0,2301952,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.1953125,,779,0,0.0,,0,,,,,0,2301952,38878234753,24741128822,Decapsulate,,1184,2400,,0,,0.0,1762751331,
RSA-2048,1,,2.1953125,,789,0,,,0,,,,0.0,0,2301952,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.1953125,,799,0,,,0,,,,0.0,0,2301952,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.1953125,,809,0,,,0,0.0,,,,0,2301952,38878234753,24741128822,Encapsulate,,294,1192,,256,,0.0,1762751331,
ECDHE-P256,1,,2.1953125,,842,0,,,0,,,,0.0,0,2301952,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.1953125,,853,0,,,0,,,,0.0,0,2301952,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.1953125,,862,0,,,0,0.0,,,,0,2301952,38878234753,24741128822,Encapsulate,,65,32,,0,,0.0,1762751331,
Dilithium2,1,,2.1953125,,873,0,,,0,,,,0.002,2,2301952,38878234753,24741128822,Keygen,,1312,2528,,2420,,500000.0,1762751331,
Dilithium2,1,,2.1953125,,883,0,,,0,,,,,0,2301952,38878234753,24741128822,Sign,,1312,2528,0.0,2420,,0.0,1762751331,
Dilithium2,1,,2.1953125,,892,0,,,0,,,,,0,2301952,38878234753,24741128822,Verify,,1312,2528,,2420,,0.0,1762751331,0.0
Dilithium3,1,,2.1953125,,904,0,,,0,,,,0.002,2,2301952,38878234753,24741128822,Keygen,,1952,4000,,3293,,500000.0,1762751331,
Dilithium3,1,,2.1953125,,914,0,,,0,,,,,0,2301952,38878234753,24741128822,Sign,,1952,4000,0.0,3293,,0.0,1762751331,
